customerid,acquisitiondate,age,gender,churn,retentionperiod,companytype,acquisitioncost,totalspend,marketingchannel,customerinteractions,paymentmethod,billingissues,frequencyofbillingissues,city
7a3d4468-e010-4fe7-8242-800b6639de53,2023-05-09,49,Female,0,451,E-Commerce,"₹3,971","₹36,205",Partner Website,18,Bank Transfer,Yes,0,Delhi
afc04f61-ada8-4971-ab93-cba53a982b26,2023-08-18,43,Male,1,52,E-Commerce,"₹42,296","₹81,811",Email Campaign,21,UPI,Yes,0,Delhi
dcdcabc5-067e-45d6-870b-ce51bd50d83a,2023-02-11,52,Male,1,604,Manufacturing,"₹30,768","₹56,103",Google Ads,28,Bank Transfer,Yes,2,Delhi
08f1d1b5-8210-444d-9462-2cd43a8d852f,2024-03-30,44,Male,1,172,Healthcare,"₹8,829","₹71,812",Partner Website,35,Bank Transfer,No,6,Delhi
acc60a8f-cedb-435b-a5f8-26bbbe0eb6bf,2024-03-24,39,Female,1,694,Finance,"₹35,365","₹42,627",Partner Website,22,UPI,No,0,Delhi
66ea265b-043f-4d57-8a8f-5394fa4f4858,2022-11-27,42,Male,0,174,Education,"₹47,350","₹20,008",Partner Website,40,Bank Transfer,No,3,Delhi
02554daf-ba18-4682-9c4f-c55e6fd3be5b,2022-12-19,54,Male,0,254,Healthcare,"₹47,198","₹72,274",Facebook Ads,23,Credit Card,No,8,Delhi
e9710ffb-c48d-4595-b03a-cb6245ca9025,2023-04-01,34,Female,1,532,Retail,"₹28,772","₹33,402",Partner Website,3,Credit Card,Yes,0,Delhi
e067835f-951a-4228-a626-128383efe92c,2023-06-02,33,Female,1,645,Manufacturing,"₹43,345","₹54,384",Facebook Ads,40,Credit Card,Yes,8,Delhi
56864e24-2875-4a5c-ab80-a68f0887f465,2024-02-26,29,Female,0,133,Retail,"₹6,897","₹6,793",Partner Website,10,Credit Card,Yes,5,Delhi
099b746d-7864-4d87-824e-491defb05bb9,2024-05-08,24,Male,0,68,Tech,"₹32,873","₹6,571",Instagram Ads,25,Bank Transfer,No,0,Delhi
730e48d5-defd-4ebe-a5d4-ee99e7973342,2022-10-26,43,Male,1,227,E-Commerce,"₹36,025","₹97,867",Direct Traffic,49,Bank Transfer,Yes,7,Delhi
4c4af8b3-aa39-4498-abf9-08394b813c99,2023-06-24,59,Male,0,675,Education,"₹25,070","₹17,209",Google Ads,8,UPI,No,0,Delhi
53d256e5-154a-457a-bb93-9e613d00e81a,2023-11-13,51,Male,1,608,Healthcare,"₹18,784","₹91,930",Instagram Ads,11,Bank Transfer,No,0,Delhi
50921e0e-6ee3-482d-8d50-6ffc397b0524,2023-04-15,29,Male,1,420,Retail,"₹19,494","₹44,148",Partner Website,5,Bank Transfer,No,3,Delhi
63132dac-f88d-4581-a8e2-92dfbb4edac0,2023-05-20,47,Female,0,208,Education,"₹23,784","₹92,218",Google Ads,45,Bank Transfer,No,9,Delhi
3340e379-6c70-4abd-9925-9b8fbc74503a,2024-05-24,38,Female,0,583,Tech,"₹18,333","₹3,224",Google Ads,37,UPI,No,3,Delhi
a6be718f-ea53-49e1-a515-eef34ded78f1,2023-09-04,22,Female,1,477,E-Commerce,"₹25,622","₹49,695",Word of Mouth,45,Credit Card,Yes,0,Delhi
501a63ff-d09c-408d-b9e4-de84c92b1889,2024-10-05,25,Male,1,529,Finance,"₹5,517","₹33,441",Email Campaign,38,Bank Transfer,No,0,Delhi
86fcf7fb-d52c-4bfc-a237-81ab2dc40b87,2023-03-01,58,Female,0,44,Manufacturing,"₹16,870","₹40,129",Instagram Ads,29,UPI,No,0,Delhi
b8cf08dd-cde3-478b-8cf2-8416abae4a52,2023-03-15,41,Male,1,652,Education,"₹29,752","₹63,368",Email Campaign,5,UPI,Yes,8,Delhi
7618facb-5ebf-4ace-9b04-f91e522b62c8,2024-02-07,36,Female,0,698,Education,"₹8,499","₹93,122",Google Ads,9,UPI,No,7,Delhi
2be80218-d8b1-496c-9b63-164e40a58e88,2024-08-04,20,Male,1,318,Finance,"₹22,936","₹45,760",Facebook Ads,48,Credit Card,No,0,Delhi
0511ca62-92e9-4445-b60c-ead4bc800101,2024-03-24,61,Male,0,507,Education,"₹43,463","₹24,478",Google Ads,2,Bank Transfer,Yes,5,Delhi
5ef5e74e-cde9-450c-b599-c3fd18425257,2023-09-21,45,Male,0,260,Tech,"₹2,596","₹72,854",Email Campaign,1,UPI,Yes,3,Delhi
fd091f57-2a4d-463d-8f70-05c4702ad499,2024-02-29,30,Male,0,449,Tech,"₹48,701","₹95,230",Instagram Ads,40,Credit Card,Yes,0,Delhi
91aabacb-a47b-495f-900e-62b10acfff42,2024-09-07,64,Female,1,186,Finance,"₹25,779","₹86,716",Partner Website,30,UPI,No,0,Delhi
5846e332-ce2f-4da6-895a-12d29149f120,2023-01-07,56,Male,1,579,Manufacturing,"₹43,863","₹13,180",Word of Mouth,11,UPI,Yes,4,Delhi
b0983ddd-fd9a-4260-ac49-3ad3b32ed5a4,2023-08-18,61,Male,0,470,Healthcare,"₹49,209","₹99,538",Word of Mouth,28,UPI,Yes,0,Delhi
ad07d329-7a90-4504-8219-5b4089c7a301,2024-03-10,40,Male,1,126,Retail,"₹26,701","₹16,372",Word of Mouth,44,UPI,Yes,7,Delhi
162f25bc-b120-49d3-a8e4-af49a36e7d52,2024-08-28,18,Male,0,440,Healthcare,"₹20,215","₹30,796",Partner Website,12,UPI,No,0,Delhi
766c9409-d218-4dd2-9603-b81e993afa4b,2022-12-03,55,Male,0,318,Education,"₹29,809","₹59,272",Word of Mouth,39,Credit Card,Yes,0,Delhi
5dcac321-0042-45e8-9d6f-8e96c4c6ba7a,2022-11-10,48,Female,1,283,Retail,"₹15,578","₹90,963",Instagram Ads,26,Bank Transfer,No,0,Delhi
b11c7fce-b6dd-4cc8-9998-85b958525904,2024-09-18,55,Female,1,225,Consulting,"₹5,605","₹99,826",Partner Website,13,Bank Transfer,No,9,Delhi
091710c6-fd97-407a-98d1-9c7cfa893d51,2023-11-24,32,Female,0,627,Finance,"₹29,812","₹94,635",Word of Mouth,8,Bank Transfer,Yes,9,Delhi
a14abfcf-4726-4882-9f9b-e1c4503bfb83,2023-10-31,21,Female,1,551,Finance,"₹3,339","₹55,040",Partner Website,28,Bank Transfer,No,0,Delhi
7859f4f6-2bed-4363-905f-db25ac875917,2024-09-19,20,Female,1,546,Manufacturing,"₹3,884","₹76,357",Email Campaign,30,Credit Card,No,0,Delhi
5167d3c3-cff3-4824-937d-9aae630ab0a0,2024-09-08,48,Female,0,664,Retail,"₹44,119","₹72,368",Direct Traffic,9,Credit Card,Yes,0,Delhi
b8ec5de2-5864-4a92-ae40-8a5d72bc4252,2022-10-14,35,Male,0,147,Tech,"₹43,321","₹79,356",Direct Traffic,39,Credit Card,No,5,Delhi
2844d58b-7e37-4b79-8b95-3ff54e103c97,2023-03-24,60,Female,1,188,Retail,"₹13,993","₹17,211",Instagram Ads,31,UPI,Yes,0,Delhi
40c12836-5999-4f33-8d4c-f6782b2d9c14,2023-12-11,20,Female,0,257,Education,"₹17,569","₹6,842",Referral Program,21,UPI,No,0,Delhi
3c9a8b84-f30c-40a7-8b82-30e27f48d5ef,2024-04-06,43,Male,0,245,Tech,"₹47,407","₹64,115",Facebook Ads,47,UPI,No,0,Delhi
296a1aad-ec78-4bcf-911b-5e380b450583,2023-05-20,27,Male,1,725,E-Commerce,"₹8,031","₹67,852",Word of Mouth,34,Bank Transfer,Yes,0,Delhi
4d8f8172-f971-41e3-9ebd-fb9ccbb8309a,2024-02-26,65,Male,0,44,E-Commerce,"₹37,551","₹46,968",Facebook Ads,31,UPI,Yes,1,Delhi
234302b8-ff1d-4213-a3c1-548631375b45,2024-05-29,52,Female,0,186,Consulting,"₹8,236","₹18,508",Partner Website,25,Bank Transfer,No,1,Delhi
31ff08be-1832-4b2e-9737-f51505b5f93f,2023-10-12,33,Male,1,677,E-Commerce,"₹8,210","₹23,005",Facebook Ads,12,UPI,No,0,Delhi
f0c55a0e-5903-4660-863e-8faf58a09e36,2024-07-22,21,Male,1,290,Finance,"₹2,119","₹55,575",Instagram Ads,1,Bank Transfer,Yes,6,Delhi
1629409a-9bdc-49f1-afbe-90dbf87ec4e7,2023-07-22,42,Male,0,186,Retail,"₹14,475","₹81,742",Instagram Ads,22,UPI,No,6,Delhi
8e740c39-02a8-44ad-b2ba-e8ba658fce82,2023-12-18,42,Female,0,76,E-Commerce,"₹46,103","₹19,971",Google Ads,40,UPI,No,3,Delhi
cbef5d93-e2f8-453a-8621-71d2d77bb2b9,2024-01-05,22,Female,1,353,Healthcare,"₹23,752","₹26,599",Direct Traffic,37,Credit Card,No,0,Delhi
b15cc309-0b59-4dd4-a2dc-84ef972448ae,2024-01-22,47,Male,1,714,Manufacturing,"₹15,761","₹88,592",Word of Mouth,47,UPI,No,2,Delhi
1b710989-e263-4268-afcd-0d7d62adcc5a,2024-05-21,50,Male,1,159,Healthcare,"₹1,931","₹67,914",Google Ads,1,UPI,Yes,2,Delhi
d0d5203d-e53c-41b6-8f91-1a8fa2532a6f,2023-03-17,54,Male,1,440,E-Commerce,"₹9,567","₹68,055",Facebook Ads,1,Credit Card,Yes,7,Delhi
82ed735b-0073-4750-a988-7da4fd5d859a,2024-03-14,31,Female,0,124,Consulting,"₹37,981","₹88,697",Referral Program,42,Bank Transfer,Yes,0,Delhi
ba4860dd-9d92-42ec-be5c-7007c5499e98,2024-02-15,47,Female,1,656,Manufacturing,"₹27,537","₹6,355",Google Ads,42,Credit Card,Yes,0,Delhi
1c62b26d-3460-4020-a52a-abf47c763c3e,2024-09-07,26,Male,1,321,Education,"₹10,057","₹55,120",Google Ads,21,Credit Card,Yes,1,Delhi
eee3dc18-538d-46c1-b90b-ae67d82421b7,2023-05-07,33,Female,0,312,Healthcare,"₹9,935","₹75,619",Instagram Ads,15,Bank Transfer,Yes,6,Delhi
363219eb-f360-4ddd-95cb-0e8a2361c974,2023-07-04,19,Male,1,98,Consulting,"₹38,266","₹39,342",Referral Program,17,UPI,No,0,Delhi
6d91c5da-f3c4-40cf-9745-862d1002aed7,2023-02-12,32,Female,0,689,Retail,₹662,"₹86,992",Partner Website,22,Bank Transfer,Yes,0,Delhi
323710ce-fdaf-42f4-87b1-3b96b1628237,2024-08-30,32,Male,1,40,Retail,"₹35,242","₹79,860",Facebook Ads,38,UPI,No,6,Delhi
a339d7f2-1adf-46a5-8939-f9649cec77e1,2024-08-23,52,Female,1,283,Healthcare,"₹20,175","₹3,257",Google Ads,35,UPI,No,2,Delhi
bce8ea74-a636-4764-9a7e-8e82f4ef5a2f,2023-06-13,29,Male,1,579,E-Commerce,"₹8,961","₹28,364",Referral Program,45,Bank Transfer,No,0,Delhi
9f62e305-4cc7-4f1d-921b-e4057c5764a7,2023-06-25,54,Male,0,163,Consulting,"₹17,515","₹25,972",Direct Traffic,16,Credit Card,Yes,0,Delhi
9f471712-242e-4044-aada-1ffe6a288d17,2023-01-30,49,Male,0,52,Retail,"₹33,091","₹27,654",Word of Mouth,8,Bank Transfer,No,8,Delhi
fdcc3812-ec8e-4de8-afe0-c480a7c3d3ae,2023-02-05,62,Female,1,375,Education,"₹28,547","₹81,769",Referral Program,47,UPI,Yes,0,Delhi
5dae255f-4261-46d3-9ed4-93cc41f702f9,2023-09-18,56,Female,0,331,Tech,"₹35,282","₹82,423",Direct Traffic,17,Bank Transfer,No,6,Delhi
acbe3adf-3212-4beb-b8e6-15753a75bfc1,2023-06-01,54,Male,0,392,E-Commerce,"₹10,333","₹30,320",Facebook Ads,17,Bank Transfer,No,2,Delhi
68a11ca6-c679-4685-8090-62d79ce2d08e,2023-07-15,29,Male,0,425,Consulting,"₹8,396","₹21,808",Referral Program,26,UPI,Yes,8,Delhi
a784e703-fd04-40ba-9ca9-4f93cf6f566b,2023-06-21,28,Male,0,247,Education,"₹33,472","₹53,389",Direct Traffic,13,Credit Card,No,0,Delhi
c61771e0-a27b-4d6c-b888-517465ff227c,2024-08-05,33,Female,0,170,Consulting,"₹42,300","₹96,690",Referral Program,17,Bank Transfer,No,6,Delhi
91e1ea12-016d-401c-9fdf-4fc28297a5b4,2023-09-04,64,Male,0,645,Manufacturing,"₹31,008","₹35,773",Referral Program,38,UPI,No,8,Delhi
dbbe209b-5644-4eb6-9251-b1dd9c06fd2d,2023-01-18,60,Female,1,239,Education,"₹5,847","₹52,168",Word of Mouth,17,UPI,No,0,Delhi
62bd7b44-59af-48bc-ae89-ff6b003804f8,2024-08-15,39,Female,1,652,E-Commerce,"₹30,814","₹28,747",Direct Traffic,48,Bank Transfer,Yes,0,Delhi
42d20aef-4f22-42bf-b7b3-19eb4f893b6c,2023-10-19,41,Male,0,645,Manufacturing,"₹3,143","₹77,396",Direct Traffic,14,Credit Card,No,9,Delhi
4990ac21-3530-4a75-a3da-9ba60b5950bd,2024-03-29,43,Male,1,712,E-Commerce,"₹41,285","₹84,692",Google Ads,45,Bank Transfer,No,8,Delhi
9df42340-8560-4fd5-86aa-76c2f1bb0f0b,2023-12-02,42,Female,1,489,Retail,"₹19,181","₹58,505",Facebook Ads,6,Credit Card,Yes,0,Delhi
73610fd6-86af-406f-a964-9c96595e994f,2023-03-31,27,Male,1,385,Tech,"₹38,828","₹86,896",Word of Mouth,35,Credit Card,No,0,Delhi
19fcdb94-881c-4075-be01-d41cce83ed15,2023-07-04,38,Male,1,353,E-Commerce,"₹16,392","₹19,135",Referral Program,46,Credit Card,No,0,Delhi
f464029c-d23d-4abc-98ff-7ac92266cbba,2024-07-06,59,Male,0,162,E-Commerce,"₹47,799","₹91,887",Referral Program,14,Credit Card,No,2,Delhi
0679d65c-fa31-4085-bad8-f59a4dabdad8,2023-09-30,29,Male,1,156,Retail,"₹17,573","₹97,035",Google Ads,47,Bank Transfer,No,6,Delhi
d1ef2ace-1430-47e8-9390-99ef85e00126,2024-03-21,44,Female,1,135,Finance,"₹37,268","₹48,377",Facebook Ads,8,UPI,Yes,3,Delhi
9f71a2f8-4131-4c70-b8cc-59156735a643,2024-03-13,22,Male,0,633,Retail,"₹31,182","₹24,554",Instagram Ads,15,UPI,No,0,Delhi
a6ccca88-34ac-4add-801b-fe33aa66420d,2023-02-18,56,Female,0,407,Manufacturing,"₹32,762","₹63,491",Word of Mouth,27,UPI,Yes,2,Delhi
287682fc-514b-4c68-8a73-dced988b5526,2024-01-08,19,Male,1,80,Retail,"₹31,858","₹56,621",Google Ads,13,UPI,No,0,Delhi
03742f46-4a4b-4c5f-88c7-f9fcb6514a21,2024-02-20,29,Male,1,58,Retail,"₹14,789","₹59,283",Facebook Ads,49,UPI,No,8,Delhi
78fd5fbe-2b29-4e93-a86c-2e0ba007082e,2023-11-02,56,Male,1,491,Tech,"₹8,427","₹86,140",Word of Mouth,31,UPI,No,0,Delhi
6346b33d-dc17-47c8-9d6b-52c22f8e8b06,2024-07-25,39,Female,1,325,Retail,"₹48,830","₹17,923",Referral Program,35,Bank Transfer,Yes,6,Delhi
a93cbf67-b083-474e-94f6-9b5e88a5d2c0,2023-05-02,60,Male,1,326,Consulting,"₹1,671","₹48,591",Facebook Ads,6,Credit Card,No,5,Delhi
1fdce18d-f307-4533-92df-4e99861e734d,2023-09-23,18,Female,1,436,E-Commerce,"₹12,418","₹63,261",Facebook Ads,5,UPI,No,0,Delhi
08971fae-616d-4c10-8e49-9e51e54801ce,2024-01-01,42,Male,0,642,Consulting,"₹42,403","₹55,336",Partner Website,22,Bank Transfer,Yes,0,Delhi
9510abfd-7eeb-4e6d-85eb-89a0367eb978,2024-05-12,52,Male,1,434,Tech,"₹39,610","₹75,083",Facebook Ads,49,UPI,Yes,4,Delhi
8f7a9d60-c5a9-4b72-8c07-dc3f3d66217a,2024-07-25,25,Male,1,375,Healthcare,"₹12,429","₹61,948",Instagram Ads,23,UPI,Yes,0,Delhi
8c7224c5-9567-4433-b235-d57c4af1377b,2023-12-22,38,Female,0,651,Finance,"₹3,039","₹34,002",Facebook Ads,25,Credit Card,Yes,0,Delhi
22dcbb1b-b538-4ff7-be0c-9f1b5d1f202f,2024-03-30,32,Male,0,449,Consulting,"₹37,227","₹81,098",Instagram Ads,34,Credit Card,No,1,Delhi
c6d642a9-30e6-4b63-9ec0-4f4caeabdafa,2024-05-12,54,Female,0,211,Tech,"₹46,451","₹74,016",Referral Program,26,Credit Card,No,0,Delhi
2f9dfeef-3292-4245-888a-11b37de8fb99,2023-07-31,33,Female,0,30,Manufacturing,"₹23,169","₹27,672",Instagram Ads,47,UPI,No,8,Delhi
4b9eb72a-8e89-4965-95be-6476b0cdaf94,2024-07-20,64,Female,1,596,Healthcare,"₹5,932","₹5,213",Word of Mouth,5,UPI,No,7,Delhi
73744c47-ee6a-446d-9a42-766d09cbcdaf,2022-12-05,20,Female,1,400,Tech,"₹21,144","₹11,293",Referral Program,26,UPI,Yes,0,Delhi
bf09b37b-a0a1-4012-8827-aa0e30485e76,2024-08-16,26,Male,1,690,Tech,"₹19,245","₹56,860",Referral Program,20,Credit Card,No,0,Delhi
37b05ad3-e611-45ae-8d1a-8d58c38e2d65,2024-06-16,64,Female,1,460,Finance,"₹28,728","₹63,507",Instagram Ads,6,Bank Transfer,No,2,Delhi
e408bf6b-33ae-4b21-ac63-4f3f98c41f61,2024-10-06,34,Female,1,338,E-Commerce,"₹35,021","₹58,134",Direct Traffic,6,UPI,No,7,Delhi
aa49ce5f-cd91-46db-8951-daf1c866e2a5,2022-11-11,20,Male,1,166,Consulting,"₹32,203","₹3,100",Google Ads,18,UPI,No,8,Delhi
fe22b9b0-346f-4509-91d9-ddd0832f1d17,2023-12-27,22,Female,0,231,Manufacturing,"₹27,428","₹62,997",Email Campaign,4,UPI,Yes,7,Delhi
dca4d6b9-9958-4678-9df3-d38bbdf54851,2023-10-08,30,Female,1,465,Education,"₹18,822","₹29,172",Direct Traffic,17,Bank Transfer,No,7,Delhi
b3e5e5b6-422c-4be7-9ab3-2fe120390a05,2023-11-04,30,Male,0,342,Consulting,"₹22,860","₹21,132",Facebook Ads,14,UPI,No,5,Delhi
df9aa31a-b4d3-4a1d-83c0-3b9fbc01adcc,2024-09-20,51,Female,0,146,Education,"₹29,555","₹19,199",Partner Website,14,Bank Transfer,No,0,Delhi
52c8d023-6a1e-4497-9813-a79c23201055,2023-03-22,40,Female,1,695,Tech,"₹43,391","₹37,609",Email Campaign,13,UPI,Yes,0,Delhi
519c58f9-2085-40b7-aa9a-18d813d4ec23,2023-11-11,39,Male,0,604,Retail,"₹16,876","₹43,965",Facebook Ads,7,Bank Transfer,Yes,0,Delhi
4da6e112-3f82-47ac-809d-9c37de99673f,2023-11-21,33,Male,1,273,Manufacturing,"₹7,088","₹9,016",Direct Traffic,44,UPI,No,2,Delhi
6c3fe64c-6dcf-4d83-b396-55e5d13106ff,2023-05-19,41,Female,0,566,Healthcare,"₹25,500","₹40,779",Direct Traffic,15,Credit Card,No,0,Delhi
de2d9cc4-409e-431e-8e5e-c47772d07017,2022-12-23,61,Female,1,631,Retail,"₹6,804","₹32,881",Facebook Ads,19,Credit Card,No,7,Delhi
f99d9eff-ec29-47ad-93c6-957eea413cbf,2023-03-11,39,Male,0,104,Retail,"₹7,845","₹83,594",Referral Program,43,Credit Card,Yes,6,Delhi
4dd705ab-5619-4008-b4d6-36df97930da8,2023-10-18,63,Male,1,415,Consulting,"₹29,800","₹25,472",Facebook Ads,47,Credit Card,No,0,Delhi
cf5c484a-d5c4-43e7-aeaf-de4ee7d11241,2024-07-20,30,Female,1,239,Manufacturing,"₹24,759","₹52,813",Partner Website,44,UPI,No,3,Delhi
564be996-891e-47b0-833f-c5e9fd0b1cb2,2024-01-23,18,Female,1,504,E-Commerce,"₹25,970","₹37,021",Direct Traffic,35,Credit Card,No,4,Delhi
8fb8136f-06ca-42a8-a3a5-65ca5c3afc68,2023-04-14,30,Female,1,447,Tech,"₹23,517","₹55,131",Facebook Ads,17,Bank Transfer,Yes,3,Delhi
3eca7259-d796-4ed2-b976-090645b8ca63,2024-08-24,63,Female,1,376,Tech,"₹15,852","₹25,087",Instagram Ads,35,Credit Card,No,8,Delhi
1e77c810-47d3-46ef-a6c2-769eb32cc195,2023-08-17,59,Female,0,558,Tech,"₹33,865","₹13,828",Email Campaign,19,Credit Card,No,3,Delhi
c3d51798-9ba8-418e-ac98-deaa70bcc6fc,2023-12-08,32,Male,0,669,Tech,"₹19,946","₹62,610",Instagram Ads,20,Credit Card,Yes,7,Delhi
8a1cf239-fb77-4f6d-bc8b-fb0a31869c4c,2023-06-16,29,Male,0,208,Consulting,"₹2,836","₹97,664",Partner Website,36,UPI,Yes,0,Delhi
0c4fa0a6-97f4-40c7-a4ef-b719eb080061,2024-06-07,39,Male,1,211,Education,"₹10,379","₹2,401",Facebook Ads,35,Credit Card,No,7,Delhi
65f42f9c-479f-4ad8-a4b1-6f00bb1e661d,2024-01-09,41,Female,0,693,Tech,"₹32,816","₹86,179",Word of Mouth,32,Bank Transfer,Yes,7,Delhi
117c25f1-6b19-4452-95d5-2389e4346b1d,2024-07-06,60,Male,1,54,Education,"₹33,840","₹16,193",Partner Website,48,Credit Card,No,2,Delhi
c6b67e76-6123-48f1-afa7-65ae1b30b851,2023-11-15,43,Female,1,209,Education,"₹8,021","₹93,389",Referral Program,44,Credit Card,Yes,3,Delhi
7de40b76-98a5-43a2-8cda-9f6a69e5784c,2023-02-04,48,Female,0,530,E-Commerce,"₹6,671","₹45,864",Instagram Ads,40,Credit Card,Yes,0,Delhi
1b7a90fd-3cf2-43b1-b53a-04084e5755d2,2022-11-05,48,Female,0,190,Tech,"₹23,981","₹21,307",Instagram Ads,24,Bank Transfer,No,0,Delhi
b78970bd-03d1-472e-aab1-2d0dfb8ca418,2023-08-24,27,Male,1,206,Finance,"₹18,974","₹20,611",Google Ads,17,Credit Card,No,2,Delhi
e42fee43-66f0-4273-bff5-071932350c15,2024-03-24,22,Male,0,314,Healthcare,"₹47,260","₹44,791",Facebook Ads,7,Bank Transfer,No,9,Delhi
c8dfa6b7-06df-4da0-a1e1-bda643aa7d36,2023-11-08,20,Male,1,92,Retail,"₹45,129","₹12,950",Referral Program,43,Bank Transfer,Yes,9,Delhi
1a160bca-be56-4f7e-aabf-36bd9afad33d,2023-05-05,55,Female,1,691,Education,"₹45,732","₹77,240",Word of Mouth,1,Credit Card,No,0,Delhi
87d990b0-8d43-4740-aff1-c5174a2024f2,2023-03-18,33,Male,1,695,Manufacturing,"₹21,508","₹78,403",Instagram Ads,35,Bank Transfer,No,0,Delhi
1b0b3d32-d2c2-41a9-9abc-06e5f6f43bdc,2024-01-14,37,Male,1,185,Manufacturing,"₹2,133","₹3,745",Instagram Ads,32,UPI,No,0,Delhi
c0a0cf27-1d76-4e2b-86f8-e438f5379e42,2024-01-06,59,Female,1,498,Healthcare,"₹12,985","₹56,243",Referral Program,36,Credit Card,No,0,Delhi
991be0e5-d106-47c4-84d9-d2eb6aabb010,2024-01-13,58,Female,0,78,Manufacturing,"₹44,117","₹4,866",Partner Website,13,Credit Card,No,7,Delhi
d92bf144-b721-486b-aecd-fee7d645156a,2023-11-25,50,Female,0,113,Finance,"₹4,148","₹33,245",Partner Website,6,Bank Transfer,Yes,0,Delhi
6f71ac42-36c2-4010-8c91-286152a04fe9,2023-08-09,49,Male,1,390,Manufacturing,"₹48,445","₹45,724",Facebook Ads,14,Bank Transfer,No,0,Delhi
ef31ed73-711e-4010-bb35-a6cc866c566e,2023-09-09,18,Female,1,718,Retail,"₹13,640","₹72,354",Direct Traffic,37,Credit Card,No,3,Delhi
862ca78f-c280-4b53-b5ef-15f44524a575,2024-06-12,49,Male,0,177,Retail,"₹18,421","₹52,374",Google Ads,48,UPI,Yes,3,Delhi
b381aed8-db93-4bc5-a5ef-2c127ed23a57,2023-06-15,46,Female,0,659,Education,"₹14,857","₹31,116",Instagram Ads,15,Bank Transfer,No,0,Delhi
e419b093-f77f-468d-9ce4-36dd1a027aac,2024-08-27,61,Female,1,371,Tech,"₹46,636","₹82,029",Direct Traffic,47,Bank Transfer,No,0,Delhi
f1c4fb2f-1365-41b8-8214-0506fa529a7d,2023-12-31,22,Female,0,505,E-Commerce,"₹3,637","₹94,574",Direct Traffic,4,UPI,No,0,Delhi
073787e6-0caf-4009-a236-6070f4ad02d8,2023-12-11,55,Male,1,92,Finance,₹597,"₹21,447",Google Ads,40,UPI,No,0,Delhi
112c042d-373e-4afb-afa5-0b3162d90092,2023-12-14,55,Female,0,389,Education,"₹11,907","₹31,431",Direct Traffic,16,Credit Card,No,3,Delhi
0b433569-7731-4861-9bec-95f3a4f3c2d5,2024-03-13,44,Male,1,590,Finance,"₹31,075","₹18,908",Direct Traffic,28,UPI,Yes,5,Delhi
8b9da081-7065-418b-bd6f-3487973c9f15,2024-04-22,34,Female,0,356,Tech,"₹13,222","₹30,336",Partner Website,16,Credit Card,Yes,0,Delhi
30e77dde-b1f9-4536-943f-e990bc2cfaf1,2023-06-27,57,Male,1,170,Consulting,"₹13,424","₹41,992",Partner Website,4,UPI,Yes,0,Delhi
c1aceaf9-8254-4e9d-819b-5dc1b457a22b,2023-03-27,34,Male,0,244,Manufacturing,"₹4,250","₹56,350",Email Campaign,45,Bank Transfer,No,0,Delhi
6dc3c09d-cffe-471a-bcaf-a7cc747e5bb8,2023-08-02,34,Female,0,464,Manufacturing,"₹28,233","₹70,561",Word of Mouth,26,Credit Card,Yes,0,Delhi
a1796657-c984-4675-9f78-553fe4f964c6,2022-10-28,63,Male,1,347,E-Commerce,"₹9,035","₹52,955",Facebook Ads,28,Credit Card,No,0,Delhi
dbaa16ff-790c-4edd-81fd-3a7a072cc4c9,2023-03-30,60,Female,0,61,Tech,"₹24,987","₹62,240",Direct Traffic,32,Credit Card,No,8,Delhi
5969817d-1813-4139-ad15-1bdddff424e5,2024-09-25,27,Male,1,699,Education,"₹31,151","₹21,093",Email Campaign,45,UPI,No,2,Delhi
94851e15-7091-44ae-b1cd-1592200a1935,2023-04-06,27,Male,0,314,E-Commerce,"₹5,166","₹7,155",Word of Mouth,2,Bank Transfer,Yes,9,Delhi
854cc88c-162b-46ad-a20b-faa2d34782cc,2023-11-05,24,Female,1,334,Tech,"₹49,277","₹47,607",Email Campaign,31,Credit Card,Yes,0,Delhi
ffb3580f-caa7-4dfa-81e4-caf3a974c011,2023-10-22,44,Female,0,458,Healthcare,"₹17,494","₹34,487",Email Campaign,3,Credit Card,Yes,0,Delhi
2d60bbdb-ff1a-4dfc-be17-ededb5d976fe,2023-09-03,65,Male,1,506,Retail,"₹2,227","₹56,668",Facebook Ads,8,Credit Card,No,2,Delhi
5987bd49-a500-4e28-814b-f105df4d0b18,2023-02-20,28,Female,0,315,E-Commerce,"₹35,122","₹21,963",Facebook Ads,24,Credit Card,Yes,7,Delhi
052f9f92-be42-4955-ba49-d189df682000,2023-10-13,59,Male,1,173,E-Commerce,"₹11,300","₹51,124",Referral Program,15,Bank Transfer,No,0,Delhi
0d20248a-534b-41fa-9e91-00eab7953c6b,2023-06-10,34,Male,0,453,Education,"₹38,323","₹53,870",Google Ads,43,UPI,Yes,5,Delhi
ad7ab244-b6e6-4ec4-8c26-e4d2bb95b800,2023-08-18,51,Female,1,48,Finance,"₹43,539","₹57,547",Google Ads,31,Bank Transfer,Yes,0,Delhi
fdca8c89-33d5-4600-a84f-302581cc497a,2023-12-05,63,Male,1,47,Healthcare,"₹19,208","₹65,110",Referral Program,9,Credit Card,No,0,Delhi
77796139-e232-4443-872b-759b60249a5c,2023-04-09,32,Male,1,619,Education,"₹13,319","₹54,554",Referral Program,39,Bank Transfer,No,6,Delhi
1ab6ca3f-273a-4731-a33a-74c7d0ae3d74,2023-08-13,61,Male,0,400,Tech,"₹9,869","₹21,936",Partner Website,45,Credit Card,Yes,8,Delhi
