customerid,acquisitiondate,age,gender,churn,retentionperiod,companytype,acquisitioncost,totalspend,marketingchannel,customerinteractions,paymentmethod,billingissues,frequencyofbillingissues,city
075a564a-a8f9-47e7-943f-6eb705209286,2023-01-19,64,Female,1,452,Healthcare,"₹28,067","₹66,592",Google Ads,37,Credit Card,Yes,9,Mumbai
f22d40d2-a5e0-4517-877c-e5e3cd1ec6bf,2023-11-05,35,Male,0,446,Finance,"₹1,410","₹59,548",Facebook Ads,3,UPI,No,1,Mumbai
c765ca2a-7532-4ac6-b5a6-cd2ef31d0475,2024-05-31,46,Male,0,702,Retail,"₹29,572","₹99,447",Word of Mouth,27,UPI,Yes,1,Mumbai
bf790f8f-1dd7-49fd-b713-7c941bb08ba1,2023-09-30,28,Male,0,354,Tech,"₹34,217","₹40,986",Partner Website,15,Bank Transfer,Yes,0,Mumbai
5602cdce-68bb-4dd8-a977-b09522cc2893,2023-03-18,44,Female,0,700,Healthcare,"₹22,309","₹75,095",Google Ads,34,UPI,Yes,1,Mumbai
d58f8ea9-9f3e-4da3-b819-8be99f4b3480,2024-02-13,43,Female,0,109,Retail,"₹27,151","₹92,594",Instagram Ads,45,UPI,Yes,4,Mumbai
68da5a23-6461-44bf-97e6-4bebe4fc975b,2023-05-01,63,Female,1,60,Manufacturing,"₹44,791","₹89,281",Word of Mouth,22,Credit Card,No,0,Mumbai
f158474b-48af-475c-9dfc-690e39541f31,2023-04-25,47,Male,1,141,Education,"₹44,489","₹67,151",Google Ads,40,UPI,Yes,0,Mumbai
4c5b27e5-a4f0-4da4-a279-415a8f950085,2024-05-22,25,Female,0,587,Manufacturing,"₹16,984","₹74,598",Email Campaign,23,UPI,Yes,2,Mumbai
47456ea5-da71-4016-84da-fc10ae019472,2023-08-26,28,Female,1,593,Education,"₹5,146","₹29,214",Google Ads,49,Credit Card,No,0,Mumbai
f01bc026-12b5-4f7f-98d6-a4462bd26c56,2023-05-27,30,Male,1,679,Healthcare,"₹40,213","₹39,745",Email Campaign,4,Bank Transfer,Yes,8,Mumbai
ec8ff21e-04d4-4d29-8358-4f095e5870e4,2022-10-29,63,Male,0,501,Consulting,"₹2,900","₹43,548",Direct Traffic,41,Credit Card,Yes,2,Mumbai
940f05c9-921a-4440-b26c-e56839e1d17c,2024-03-04,50,Male,1,103,Manufacturing,"₹44,831","₹11,681",Email Campaign,23,Credit Card,No,0,Mumbai
c5043761-955d-495d-9bca-1082b8872b9e,2024-02-08,21,Female,0,582,Education,"₹22,685","₹7,984",Instagram Ads,47,UPI,No,0,Mumbai
4b07d003-68f7-4579-9b9f-2ec2bad28812,2023-11-28,56,Male,1,508,Finance,"₹19,227","₹28,579",Google Ads,9,UPI,Yes,2,Mumbai
b4c67f7a-30b0-4fc4-a8ac-1fc5e1722d0c,2023-12-19,60,Female,1,618,Healthcare,"₹33,620","₹91,810",Google Ads,24,Bank Transfer,Yes,0,Mumbai
cdb3869b-4fce-4c1a-ba0b-61e112bb66bd,2022-12-31,18,Male,1,416,Education,"₹48,757","₹55,933",Referral Program,21,UPI,No,9,Mumbai
7772db15-c9b0-4988-8587-1bf870f31055,2024-01-03,55,Female,1,728,Tech,"₹1,518","₹28,399",Word of Mouth,41,Bank Transfer,Yes,0,Mumbai
404fdea0-7d59-4dd4-888a-4ea91ece105b,2024-09-07,35,Male,1,593,Education,"₹18,063","₹32,481",Referral Program,46,Bank Transfer,Yes,0,Mumbai
76a91213-bc32-4f3f-b02e-36a6e7c972f2,2024-05-08,36,Female,1,462,Manufacturing,"₹5,693","₹1,944",Facebook Ads,16,Bank Transfer,Yes,0,Mumbai
b91d5fd4-0761-48cd-b383-0826613bbef8,2024-03-10,54,Female,1,441,Finance,"₹16,201","₹94,993",Email Campaign,25,Bank Transfer,No,0,Mumbai
91e37858-529c-4c12-af08-964215bdd716,2024-01-14,41,Male,0,496,Retail,"₹4,036","₹10,114",Instagram Ads,26,UPI,Yes,0,Mumbai
4ff3e884-bb97-4872-abb5-4f5c975961ac,2024-01-10,56,Male,0,628,Consulting,"₹48,717","₹40,846",Referral Program,49,Credit Card,No,2,Mumbai
f169da1f-9396-440c-a775-f5a6b1e7a4db,2024-05-28,56,Male,0,650,Retail,"₹45,110","₹84,666",Google Ads,45,Credit Card,No,7,Mumbai
768a1d64-5ec9-4983-bfa6-35e905145730,2023-03-01,50,Female,0,277,Education,"₹19,386","₹78,848",Facebook Ads,9,UPI,No,6,Mumbai
dd20fa17-f044-4c83-b219-a9511e5c63d5,2023-09-16,48,Female,1,610,Retail,"₹37,087","₹33,596",Instagram Ads,15,UPI,No,0,Mumbai
3cc58423-3cde-4be1-831e-05df6a3868a7,2023-12-07,64,Female,1,149,Education,"₹29,910","₹76,287",Partner Website,39,Bank Transfer,Yes,4,Mumbai
d3975420-3f4f-4e97-95a9-b3c5f31ee764,2022-11-05,20,Male,1,96,Finance,"₹34,244","₹7,907",Google Ads,33,UPI,No,2,Mumbai
c6336d12-9e59-419e-8d5a-3e902b8e0428,2023-03-27,30,Female,0,602,Retail,"₹39,165","₹29,114",Google Ads,1,Credit Card,Yes,0,Mumbai
82be1988-62b9-4073-88d5-37c271c738da,2024-08-15,54,Male,0,356,Manufacturing,"₹16,457","₹26,009",Direct Traffic,5,UPI,No,0,Mumbai
7545d1af-2966-4a56-b710-386ca7b03f87,2024-05-16,39,Male,0,499,Manufacturing,"₹48,627","₹85,846",Partner Website,9,UPI,No,0,Mumbai
149de11d-5cc8-4e8e-911a-cd8987e2355f,2024-02-12,55,Female,1,522,Tech,"₹46,508","₹51,241",Email Campaign,44,Bank Transfer,Yes,5,Mumbai
076c4612-3735-4b39-a5ad-bae3292c9fda,2024-05-12,35,Male,0,692,Education,"₹33,375","₹36,725",Email Campaign,6,Bank Transfer,No,5,Mumbai
8e319957-da0b-4a40-b347-7afb570a9215,2024-05-16,22,Female,1,315,Retail,"₹48,792","₹19,996",Referral Program,28,Bank Transfer,No,0,Mumbai
51ff9760-1d57-49fe-8d1f-3e9a20510637,2023-02-26,31,Female,0,637,Manufacturing,"₹2,126","₹7,047",Referral Program,45,Bank Transfer,Yes,8,Mumbai
1de37cd1-4b2b-4294-bae3-b6af60cd6fd0,2024-08-16,47,Female,1,341,E-Commerce,"₹25,779","₹29,767",Google Ads,26,Credit Card,No,9,Mumbai
f738783e-9d84-475a-9d44-2fc6330da2d2,2024-02-14,18,Male,0,338,Finance,"₹6,729","₹17,347",Word of Mouth,28,UPI,No,0,Mumbai
c430cfe5-5557-4d0a-9d0a-38dcde66d411,2023-09-26,53,Male,1,126,Consulting,"₹7,377","₹25,102",Google Ads,40,UPI,No,5,Mumbai
d74589ca-8057-4600-aeee-ac13c86d6ed7,2024-02-06,56,Female,0,142,Finance,"₹34,142","₹5,263",Referral Program,15,Bank Transfer,Yes,0,Mumbai
e672b920-9752-409b-9b86-1c02d5c81fb9,2022-10-26,64,Female,0,666,E-Commerce,"₹38,811","₹68,438",Partner Website,6,Credit Card,No,8,Mumbai
eaf9dc08-b9b8-4cd2-b252-c8d4e611d1ff,2023-01-09,51,Female,1,485,E-Commerce,"₹32,856","₹97,359",Referral Program,27,Credit Card,Yes,0,Mumbai
8153be28-f7c0-4c52-a8b4-97c13e363b78,2023-08-21,25,Female,1,492,Tech,"₹4,309","₹31,540",Google Ads,38,UPI,Yes,8,Mumbai
ba411fd8-2b9a-42be-b454-6f565ef00f47,2023-06-07,38,Male,0,161,Finance,"₹43,871","₹76,726",Instagram Ads,4,Bank Transfer,Yes,6,Mumbai
6b652dd3-cddf-479d-b118-5d0e6f109e13,2023-05-02,38,Male,1,150,Finance,"₹35,375","₹64,769",Google Ads,11,UPI,No,0,Mumbai
62536c89-4659-40cb-8c32-a8f4e418b557,2022-11-25,41,Male,0,226,Retail,"₹45,013","₹41,843",Instagram Ads,21,UPI,No,0,Mumbai
a12b7c14-08f8-4d82-b5b3-78982349a14a,2023-12-13,35,Male,1,511,Education,"₹9,965","₹28,690",Instagram Ads,30,Credit Card,No,0,Mumbai
f4f8a998-bf4d-451a-a17f-cff3eefbaa09,2023-12-11,45,Male,0,663,Healthcare,"₹1,059","₹3,994",Google Ads,18,Credit Card,No,0,Mumbai
0fab4b82-6f11-4509-ac94-118a55cf2b9f,2024-06-01,40,Female,1,68,Consulting,"₹8,808","₹68,546",Word of Mouth,35,UPI,Yes,3,Mumbai
fa006ed4-b97f-4c7e-bb5a-92cdf2ab4d18,2024-09-17,31,Male,0,595,Finance,"₹21,853","₹8,377",Word of Mouth,3,Bank Transfer,Yes,0,Mumbai
5d3bbf20-816c-4c34-82d3-bf308df9be6f,2023-04-01,44,Male,0,541,Consulting,"₹15,750","₹79,572",Facebook Ads,12,Bank Transfer,No,0,Mumbai
91d635f5-f956-4a83-88d2-f2e25e082893,2024-06-18,33,Male,0,503,Consulting,"₹46,523","₹27,467",Referral Program,27,UPI,No,0,Mumbai
08d9dfeb-ab43-4576-b42d-be732bfa7ea8,2023-07-31,37,Female,1,190,Consulting,"₹36,314","₹1,048",Word of Mouth,30,UPI,Yes,0,Mumbai
2ca39e9e-50c3-4a67-9e3f-5fe1a3e9c339,2024-07-07,22,Male,0,318,Finance,"₹47,124","₹37,978",Email Campaign,21,Bank Transfer,No,0,Mumbai
a1c146e0-136a-4b85-a86f-a9671dbb96e1,2023-10-28,56,Female,1,229,Healthcare,"₹16,927","₹48,606",Google Ads,38,Bank Transfer,No,5,Mumbai
36eafdba-1c34-4b64-b08e-35a311bc9541,2023-07-21,54,Female,1,557,Finance,"₹33,776","₹82,574",Instagram Ads,21,Bank Transfer,No,0,Mumbai
9fc7d36b-c8df-4609-b3ff-96b15dbdddaf,2024-05-17,37,Female,1,714,Retail,"₹6,607","₹99,112",Google Ads,38,UPI,No,0,Mumbai
6c03e8c3-cb33-4cc1-9409-ad0f0dbf4b01,2024-07-17,58,Male,0,532,Retail,"₹13,976","₹74,414",Referral Program,40,Credit Card,No,0,Mumbai
b901d73e-5727-44f4-bb58-ff9c10fae7b9,2024-05-19,43,Female,1,277,Healthcare,"₹3,939","₹94,145",Partner Website,15,Bank Transfer,No,3,Mumbai
806baf52-2832-4a8e-81b1-69637bed8638,2023-01-29,40,Male,1,412,Manufacturing,"₹20,812","₹50,222",Word of Mouth,18,Bank Transfer,Yes,8,Mumbai
5801817c-5eca-4699-8901-9dcd5dfa2c0e,2024-01-27,58,Female,1,247,Finance,"₹22,295","₹49,115",Word of Mouth,29,Bank Transfer,Yes,4,Mumbai
57317007-b57e-4ce1-b367-1d7da2c33e22,2022-12-22,59,Female,0,116,Manufacturing,"₹13,636","₹90,606",Word of Mouth,48,UPI,Yes,0,Mumbai
dfa431d5-ec4d-4ac6-8162-90ba231b07ea,2023-11-14,46,Female,1,111,Consulting,"₹14,667","₹41,647",Instagram Ads,38,Credit Card,Yes,0,Mumbai
03fc0ef6-4e78-4e15-bd82-fe912bb2d05a,2023-01-27,61,Female,1,91,Finance,"₹17,800","₹55,607",Email Campaign,21,Credit Card,No,1,Mumbai
9d2ea7bd-3a68-4fd5-b437-efcbc8a4a9ae,2024-07-22,51,Male,1,529,Education,"₹17,682","₹58,410",Direct Traffic,17,Bank Transfer,No,9,Mumbai
4490999c-b205-46bf-9ba7-87d81c981209,2024-08-18,55,Female,1,71,Finance,"₹5,471","₹22,996",Email Campaign,41,UPI,Yes,0,Mumbai
60389f5f-3d37-43b9-8a51-037929a26fa8,2023-07-17,37,Male,0,41,Retail,"₹27,409","₹55,921",Word of Mouth,18,Credit Card,Yes,0,Mumbai
dff576d4-bfbc-40c9-8928-b7bf93c0b05c,2023-10-12,44,Female,0,672,Tech,"₹20,159","₹84,697",Email Campaign,37,UPI,Yes,0,Mumbai
80d9f0ef-b05b-47f9-b3a7-f345ce982f2a,2022-12-11,56,Male,1,144,E-Commerce,"₹31,903","₹47,022",Partner Website,38,Credit Card,Yes,8,Mumbai
9112813f-39a6-4d21-8e79-d2878761f05d,2023-04-04,23,Male,1,247,Tech,"₹49,151","₹41,148",Word of Mouth,12,Bank Transfer,Yes,0,Mumbai
f0abfc6e-e844-4f64-8ad8-8e1e82472008,2024-04-21,33,Female,1,678,Tech,"₹34,086","₹68,764",Facebook Ads,11,UPI,No,0,Mumbai
43efeb94-48ba-466b-9e30-c15c7dbdd48c,2023-04-03,38,Female,1,135,Tech,"₹10,860","₹92,901",Instagram Ads,48,Bank Transfer,No,8,Mumbai
cc69bc2a-16ae-40e0-b3d2-26254cf425f4,2024-04-26,20,Female,0,720,E-Commerce,"₹21,924","₹91,724",Partner Website,49,Credit Card,Yes,6,Mumbai
ecdd9e0e-7dfc-4400-a438-700a7ada9baa,2023-10-11,51,Female,0,557,Manufacturing,"₹32,999","₹9,888",Direct Traffic,20,Credit Card,Yes,9,Mumbai
31d94fae-eaa0-4fb2-a3e9-7072c0aaa229,2024-01-13,65,Female,0,501,E-Commerce,"₹45,195","₹89,666",Instagram Ads,9,Bank Transfer,No,0,Mumbai
c3dc1b87-e14c-4eb7-b291-6c255fc8492c,2024-07-31,31,Male,0,416,Manufacturing,"₹49,291","₹40,159",Direct Traffic,1,Credit Card,No,9,Mumbai
9f64507b-1e11-4beb-95a3-27784dc9e9f7,2023-03-27,65,Female,1,255,E-Commerce,"₹3,565","₹43,197",Word of Mouth,3,Bank Transfer,No,6,Mumbai
ae4c75b7-2f4d-40f6-b321-10d3286878dc,2023-09-29,25,Male,1,510,E-Commerce,"₹3,759","₹85,326",Partner Website,21,Bank Transfer,Yes,0,Mumbai
aa9ceb45-0c09-4dd7-b0af-aa90878fded4,2023-09-25,36,Male,0,437,Finance,"₹12,800","₹91,360",Word of Mouth,23,Bank Transfer,No,0,Mumbai
9880e342-ef57-4c91-8ce0-d80155202bc9,2024-04-21,65,Female,0,486,Manufacturing,"₹33,870","₹99,941",Direct Traffic,9,Credit Card,Yes,5,Mumbai
f4778f88-2c1e-4fec-bae8-40bed9103c37,2023-01-10,57,Male,1,682,Finance,"₹4,795","₹25,474",Direct Traffic,19,UPI,Yes,0,Mumbai
10ea4ebf-5532-41be-8bf1-3d76a53bb332,2022-10-27,21,Male,1,653,Education,"₹27,709","₹18,333",Partner Website,45,Bank Transfer,No,8,Mumbai
c9cfc11d-4699-4f0e-89e6-caca5d43420d,2023-05-18,57,Male,1,668,Finance,"₹43,251","₹37,355",Word of Mouth,46,UPI,No,0,Mumbai
ba97f6c3-e286-43e2-8b95-abd23396acd0,2022-11-15,54,Male,1,50,Tech,"₹36,795","₹74,903",Facebook Ads,19,Credit Card,No,0,Mumbai
9ed9c011-9c3b-4522-a5dc-6656d9670288,2023-02-14,60,Female,1,688,Healthcare,"₹21,427","₹67,258",Instagram Ads,23,Credit Card,Yes,6,Mumbai
4e213302-50c7-42e0-bf14-7d733348fd9e,2024-06-07,65,Male,0,630,Healthcare,"₹35,079","₹32,145",Partner Website,27,UPI,No,5,Mumbai
44dd57f3-4efd-45b6-bfc3-f317eb24f714,2024-04-13,49,Male,0,232,Retail,"₹45,371","₹76,675",Facebook Ads,27,Bank Transfer,No,1,Mumbai
4d6e9545-3888-4c27-81e1-acd2a94c9866,2023-12-07,35,Male,1,446,Retail,"₹9,532","₹50,854",Google Ads,39,Credit Card,Yes,0,Mumbai
50360791-288a-4193-b5d9-985eec48a706,2023-08-27,41,Male,1,445,Consulting,"₹28,218","₹68,664",Word of Mouth,36,Bank Transfer,No,8,Mumbai
aae8d79d-9905-4288-b362-27c1e1dbdeee,2023-10-13,39,Female,0,477,Finance,"₹13,377","₹87,153",Referral Program,12,Bank Transfer,No,0,Mumbai
9463f686-f6ca-40e7-8baf-43af61cd98c5,2024-07-27,32,Male,1,541,E-Commerce,"₹41,231","₹94,616",Partner Website,27,UPI,Yes,0,Mumbai
5d9502df-c809-48b4-a876-b3ed0890ad13,2023-12-28,47,Female,0,114,E-Commerce,"₹48,492","₹36,285",Email Campaign,46,Credit Card,Yes,4,Mumbai
fafe1893-ff98-452d-8d90-392470d808ed,2024-07-09,34,Male,0,196,Healthcare,"₹27,166","₹18,533",Facebook Ads,34,UPI,Yes,0,Mumbai
d5cc2ff8-4223-4ada-ba2f-129767001b4b,2022-11-07,40,Male,0,413,Tech,"₹42,184","₹33,624",Facebook Ads,33,Credit Card,Yes,0,Mumbai
01ce87a3-6623-4e72-ac59-9fdcc7060846,2023-07-19,40,Female,0,497,Manufacturing,"₹7,266","₹47,996",Partner Website,28,UPI,Yes,5,Mumbai
d5e13385-a1d3-4792-a834-a2f80fd96ec6,2024-06-10,34,Female,1,101,Tech,"₹23,329","₹47,947",Direct Traffic,31,Credit Card,No,0,Mumbai
987c4ba7-9d1e-4cbd-b99d-664eb4e74bf3,2023-11-15,46,Female,1,550,Consulting,"₹20,721","₹28,956",Facebook Ads,32,Credit Card,No,0,Mumbai
650bf95d-8a3e-403e-85af-97776ce52c19,2024-02-05,48,Female,0,502,Tech,"₹25,602","₹52,030",Google Ads,20,Credit Card,Yes,2,Mumbai
7ff3f4ad-a2c8-4518-95c9-dacca1c377aa,2023-09-03,53,Female,1,287,Finance,"₹34,933","₹59,597",Facebook Ads,40,Bank Transfer,No,4,Mumbai
6c8d0496-7618-4471-a261-c66c0da254e0,2023-02-03,54,Female,1,304,Finance,"₹16,432","₹43,443",Referral Program,35,Bank Transfer,No,0,Mumbai
8e13e9ac-592f-43e6-9bce-3540eaa80ea0,2022-11-12,27,Male,1,49,Education,"₹26,214","₹99,613",Referral Program,31,UPI,Yes,0,Mumbai
bf604187-0017-4e1a-b5d5-a6f28f727e08,2024-08-30,44,Female,1,519,Consulting,"₹40,243","₹66,464",Direct Traffic,31,UPI,Yes,0,Mumbai
37811cc6-93b1-4175-af60-6cacd584d2bf,2024-03-18,38,Female,0,519,Tech,"₹3,052","₹4,952",Word of Mouth,38,Credit Card,Yes,0,Mumbai
df35ccc8-63db-4c86-8f4f-c639464177ee,2023-08-11,53,Female,1,355,E-Commerce,"₹46,487","₹57,880",Word of Mouth,22,Credit Card,No,7,Mumbai
0184268d-6016-45bc-906a-fafeb66aa04a,2023-05-25,20,Male,0,558,E-Commerce,"₹14,774","₹53,201",Direct Traffic,45,Bank Transfer,Yes,0,Mumbai
d9b218c5-1cbf-4d0f-b13f-3cf77785af61,2022-11-30,57,Male,0,118,Consulting,"₹45,880","₹43,460",Email Campaign,41,Bank Transfer,No,0,Mumbai
b2cc8ac9-8638-4171-8b72-d6b0d759a60f,2023-04-19,62,Female,1,515,Tech,"₹29,750","₹23,796",Google Ads,9,Bank Transfer,No,0,Mumbai
db3a3266-0a14-4f07-9762-748f1ac56e29,2023-06-09,64,Female,0,379,Finance,"₹3,308","₹32,746",Referral Program,9,UPI,No,0,Mumbai
d1996627-027e-48c2-9c64-5c138ced0b49,2023-12-03,41,Female,1,113,Finance,"₹44,358","₹87,785",Direct Traffic,15,Bank Transfer,No,5,Mumbai
9a3a8ecf-b40e-4861-b546-492875b0df8e,2023-04-07,65,Female,1,416,Education,"₹45,528","₹1,015",Partner Website,13,UPI,Yes,0,Mumbai
179be45b-44d1-4130-bf75-20199e6b6c90,2023-11-14,63,Male,0,116,Education,"₹15,795","₹50,757",Instagram Ads,22,Bank Transfer,No,6,Mumbai
b588189b-82b5-4214-88d5-44252220a10c,2023-05-26,65,Female,1,336,Retail,"₹48,105","₹26,957",Instagram Ads,16,Bank Transfer,Yes,1,Mumbai
ca1b0d10-40a2-4787-b220-4871cf547942,2024-06-21,39,Female,0,183,Consulting,"₹15,169","₹82,541",Instagram Ads,32,Credit Card,No,5,Mumbai
c6468615-af70-498b-beb1-fe18c8a3eb07,2024-08-06,26,Female,0,469,Healthcare,"₹11,023","₹22,292",Word of Mouth,2,UPI,Yes,9,Mumbai
790be342-331e-4093-b3bb-efd443c865bd,2023-11-01,42,Female,1,293,Tech,"₹46,030","₹32,876",Partner Website,26,Bank Transfer,Yes,4,Mumbai
73d9a783-4c9d-48f5-8e44-d04d04698c5e,2022-11-13,20,Female,1,450,Consulting,"₹14,269","₹61,727",Facebook Ads,14,Credit Card,Yes,0,Mumbai
36a368e3-2044-4d66-be91-55b5dee0d54c,2024-05-01,28,Male,1,522,E-Commerce,"₹46,999","₹48,046",Partner Website,38,UPI,No,1,Mumbai
0a5f0f5f-1a1e-47c1-a414-cd7bd26d7d21,2024-09-21,32,Male,0,662,Tech,"₹45,145","₹15,817",Facebook Ads,34,UPI,No,2,Mumbai
9f6bddd7-4609-4fe8-aa20-b4ef865805fe,2024-05-07,35,Male,1,440,Education,"₹25,707","₹92,006",Instagram Ads,8,Bank Transfer,No,3,Mumbai
3580cdfa-f838-4f19-9042-5e8b653cc74e,2023-10-21,34,Male,0,202,Education,"₹35,724","₹10,759",Email Campaign,36,UPI,Yes,0,Mumbai
2f9d4135-e243-4082-9b2c-1444c1993b39,2023-03-02,21,Female,0,33,Retail,"₹26,057","₹49,432",Email Campaign,21,Credit Card,No,7,Mumbai
7ab637de-77f5-4cec-bca8-91f8ded9a763,2023-09-27,18,Male,1,669,Healthcare,"₹38,691","₹7,412",Direct Traffic,46,Credit Card,No,0,Mumbai
2600bb10-d4b2-4898-93eb-5062b634b923,2024-09-12,45,Male,1,501,Retail,"₹14,746","₹58,757",Facebook Ads,43,UPI,No,8,Mumbai
8a0cc0c7-5325-42e1-ab2a-4d309221cd51,2024-09-19,64,Male,1,139,E-Commerce,"₹13,346","₹21,504",Instagram Ads,28,Credit Card,Yes,9,Mumbai
ede92816-3576-4584-b291-f45bb5bb3953,2024-06-17,55,Female,0,66,Healthcare,"₹37,585","₹9,507",Partner Website,46,UPI,No,0,Mumbai
fe7a7801-e906-49a2-854f-d5ca973018d9,2023-04-23,58,Female,1,612,Manufacturing,"₹45,903","₹22,050",Email Campaign,44,Credit Card,No,0,Mumbai
27683164-fd07-455d-b1fe-f1564546ad32,2024-05-24,32,Female,0,60,Tech,"₹13,970","₹5,820",Facebook Ads,48,UPI,Yes,0,Mumbai
0bf5cbc8-c04d-48d5-92c9-aabc0430428c,2023-03-25,50,Female,1,410,Retail,"₹13,676","₹8,835",Direct Traffic,6,UPI,Yes,2,Mumbai
2321ac0f-d804-46eb-b5d9-94c1221a0e30,2022-11-05,57,Female,1,297,Education,"₹42,381","₹94,167",Partner Website,20,UPI,Yes,0,Mumbai
92ae2990-37c3-43a5-be6b-83f72b4ddb6d,2024-04-16,50,Female,0,40,Retail,"₹14,046","₹14,587",Instagram Ads,31,Credit Card,Yes,0,Mumbai
1ccf434b-d9af-4b53-9289-faca48b1bb13,2023-08-03,36,Male,0,373,Manufacturing,"₹7,305","₹58,732",Google Ads,33,UPI,Yes,0,Mumbai
afb0a874-73a6-4bd6-9aff-8fe688b61bbd,2023-05-09,53,Male,1,573,Retail,"₹17,288","₹52,921",Instagram Ads,44,UPI,Yes,0,Mumbai
618aa9b1-717d-4ff5-92df-f337c0812e9b,2023-06-08,22,Male,1,598,Tech,"₹29,848","₹46,499",Word of Mouth,7,Bank Transfer,No,0,Mumbai
4781a5a3-52e4-4bb8-a675-4cd920c07f83,2024-05-15,25,Female,1,195,Manufacturing,"₹8,580","₹7,840",Instagram Ads,8,Bank Transfer,No,3,Mumbai
3d2fb8bb-a0bd-4487-a477-c499498da83d,2023-10-15,29,Female,1,729,Consulting,"₹36,386","₹66,077",Direct Traffic,9,UPI,Yes,0,Mumbai
a5c87715-dbe1-4598-af02-06d1b6397466,2024-07-20,26,Male,1,371,Consulting,"₹24,264","₹32,440",Partner Website,2,Bank Transfer,No,4,Mumbai
5b29d7af-ee48-458e-b0cc-51da1b6ecce2,2023-03-06,44,Male,0,511,Consulting,"₹7,130","₹36,183",Direct Traffic,17,UPI,Yes,0,Mumbai
80dc5a14-2879-4621-88de-0f617c648920,2023-04-27,32,Female,0,48,Education,"₹33,833","₹97,172",Partner Website,45,Bank Transfer,No,0,Mumbai
60952681-0bc2-4452-82dc-41bb0c0a7d26,2024-03-09,29,Female,0,657,Education,"₹16,201","₹3,389",Referral Program,37,Credit Card,Yes,3,Mumbai
8153da68-d96b-4922-b413-495e69360f7d,2023-01-16,18,Female,0,213,Consulting,"₹15,359","₹56,076",Referral Program,42,Credit Card,Yes,8,Mumbai
92c2d2c7-1aac-4b3a-998f-b76552f32282,2024-02-25,61,Male,1,574,Consulting,"₹21,683","₹67,299",Partner Website,44,UPI,No,4,Mumbai
e9f6c0c4-424f-4e24-90be-f1f136f331f4,2023-04-30,33,Male,0,39,Consulting,"₹40,938","₹90,461",Partner Website,17,UPI,No,4,Mumbai
2ea39737-ed97-46a0-aa1d-9408bd5b8259,2022-12-14,41,Male,0,621,Finance,"₹32,249","₹93,085",Google Ads,38,Credit Card,No,0,Mumbai
29607fb4-7680-46fa-82b4-04ec68c4e71c,2023-04-29,51,Female,0,221,Consulting,"₹32,387","₹40,023",Google Ads,35,Credit Card,No,7,Mumbai
98863b30-af2c-46a2-b83a-ca051094584c,2023-07-28,34,Male,1,349,Manufacturing,"₹42,744","₹51,029",Instagram Ads,47,Bank Transfer,No,0,Mumbai
275c3355-8fe1-4a67-9c8a-9a41faf70a84,2024-04-12,21,Male,0,609,Finance,"₹9,276","₹40,941",Direct Traffic,39,UPI,No,0,Mumbai
cbeff91c-646c-4b4e-8d7e-d6c8d581d061,2023-01-17,51,Female,1,504,Finance,"₹15,521","₹89,993",Word of Mouth,30,Credit Card,No,0,Mumbai
def2009c-4215-4dc6-9b28-5fd1ebd4caee,2024-06-05,55,Male,0,666,Tech,"₹4,827","₹54,950",Direct Traffic,6,Credit Card,No,4,Mumbai
a50d6601-18be-4af3-9747-c2945fedac0f,2023-02-17,25,Male,1,456,Retail,"₹48,543","₹87,959",Email Campaign,4,UPI,Yes,8,Mumbai
3196400b-118b-439a-8043-66a2246ca55f,2023-11-05,34,Male,0,88,Education,"₹8,114","₹77,054",Direct Traffic,37,Bank Transfer,No,6,Mumbai
d4ac03be-be1e-41c2-a305-4fef79311d9b,2023-05-11,36,Male,1,465,Education,"₹1,745","₹66,363",Word of Mouth,35,Bank Transfer,No,0,Mumbai
5a66dac6-3700-4d05-839f-631eb89129df,2024-02-02,53,Male,0,126,Retail,"₹41,511","₹62,742",Google Ads,9,Bank Transfer,Yes,9,Mumbai
df065e3b-39a4-4b1e-977d-2717cf6ec044,2024-02-29,22,Female,1,525,Education,"₹10,855","₹98,896",Instagram Ads,6,Bank Transfer,Yes,8,Mumbai
758bae7a-5b26-427e-b09c-374e1a78f619,2023-05-28,23,Male,1,690,Retail,"₹33,805","₹46,215",Word of Mouth,13,Credit Card,Yes,0,Mumbai
cb0f4279-d727-4087-9460-117f4bba7360,2023-06-18,46,Female,0,307,Manufacturing,"₹49,192","₹48,857",Direct Traffic,22,UPI,Yes,5,Mumbai
f804c77d-dcd3-446a-8378-856eb8543af3,2023-05-29,39,Female,1,294,Tech,"₹49,504","₹56,476",Facebook Ads,28,UPI,No,0,Mumbai
a9f6f359-fe0b-4d17-9beb-0fb9288bfc3d,2023-08-03,30,Female,1,38,Consulting,"₹30,214","₹29,173",Referral Program,30,Credit Card,No,4,Mumbai
77ee939a-be1b-4b60-ad7d-6c5e907fd670,2024-10-01,41,Female,0,486,Tech,"₹17,698","₹10,395",Word of Mouth,36,Credit Card,Yes,5,Mumbai
347c5a18-9170-406f-b003-90a12cc912e2,2023-03-14,22,Male,0,302,E-Commerce,"₹1,915","₹60,768",Email Campaign,2,Credit Card,Yes,9,Mumbai
e3aa6972-a665-4986-b67f-de0a12c5c76f,2024-02-15,65,Female,1,37,Tech,"₹44,298","₹85,743",Instagram Ads,36,UPI,No,9,Mumbai
809b60af-149d-4a4a-941d-eb7a20523156,2023-09-19,37,Male,0,237,Retail,"₹2,152","₹47,229",Word of Mouth,8,UPI,No,3,Mumbai
